Date,Time,Ozone,Status,Nitric oxide,Status,Nitrogen dioxide,Status,Nitrogen oxides as nitrogen dioxide,Status,Sulphur dioxide,Status,Carbon monoxide,Status,PM10 particulate matter (Hourly measured),Status
1/7/2004,11:00:00,48,V ugm-3,9,V ugm-3,27,V ugm-3,40,V ugm-3,0,V ugm-3,0.2,V mgm-3,16,V ugm-3 (INDIC.GRAV)
1/7/2004,12:00:00,42,V ugm-3,21,V ugm-3,34,V ugm-3,67,V ugm-3,0,V ugm-3,0.3,V mgm-3,20,V ugm-3 (INDIC.GRAV)
1/7/2004,13:00:00,42,V ugm-3,24,V ugm-3,38,V ugm-3,74,V ugm-3,0,V ugm-3,0.5,V mgm-3,21,V ugm-3 (INDIC.GRAV)
1/7/2004,14:00:00,34,V ugm-3,49,V ugm-3,44,V ugm-3,118,V ugm-3,3,V ugm-3,0.5,V mgm-3,30,V ugm-3 (INDIC.GRAV)
1/7/2004,15:00:00,36,V ugm-3,55,V ugm-3,46,V ugm-3,130,V ugm-3,3,V ugm-3,0.7,V mgm-3,30,V ugm-3 (INDIC.GRAV)
1/7/2004,16:00:00,28,V ugm-3,51,V ugm-3,52,V ugm-3,130,V ugm-3,3,V ugm-3,0.7,V mgm-3,34,V ugm-3 (INDIC.GRAV)
1/7/2004,17:00:00,18,V ugm-3,95,V ugm-3,63,V ugm-3,208,V ugm-3,5,V ugm-3,1.2,V mgm-3,43,V ugm-3 (INDIC.GRAV)
1/7/2004,18:00:00,18,V ugm-3,86,V ugm-3,59,V ugm-3,191,V ugm-3,5,V ugm-3,1.4,V mgm-3,47,V ugm-3 (INDIC.GRAV)
1/7/2004,19:00:00,42,V ugm-3,10,V ugm-3,21,V ugm-3,36,V ugm-3,0,V ugm-3,0.3,V mgm-3,29,V ugm-3 (INDIC.GRAV)
1/7/2004,20:00:00,42,V ugm-3,9,V ugm-3,21,V ugm-3,34,V ugm-3,0,V ugm-3,0.3,V mgm-3,33,V ugm-3 (INDIC.GRAV)
1/7/2004,21:00:00,42,V ugm-3,4,V ugm-3,17,V ugm-3,23,V ugm-3,0,V ugm-3,0.2,V mgm-3,22,V ugm-3 (INDIC.GRAV)
1/7/2004,22:00:00,48,V ugm-3,1,V ugm-3,11,V ugm-3,13,V ugm-3,0,V ugm-3,0.2,V mgm-3,13,V ugm-3 (INDIC.GRAV)
1/7/2004,23:00:00,54,V ugm-3,0,V ugm-3,8,V ugm-3,8,V ugm-3,0,V ugm-3,0.1,V mgm-3,10,V ugm-3 (INDIC.GRAV)
1/7/2004,24:00:00,58,V ugm-3,0,V ugm-3,4,V ugm-3,4,V ugm-3,0,V ugm-3,0.1,V mgm-3,12,V ugm-3 (INDIC.GRAV)
1/8/2004,1:00:00,62,V ugm-3,0,V ugm-3,4,V ugm-3,4,V ugm-3,0,V ugm-3,0.2,V mgm-3,9,V ugm-3 (INDIC.GRAV)
1/8/2004,2:00:00,66,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,0,V ugm-3,0.2,V mgm-3,12,V ugm-3 (INDIC.GRAV)
1/8/2004,3:00:00,66,V ugm-3,0,V ugm-3,4,V ugm-3,4,V ugm-3,0,V ugm-3,0.2,V mgm-3,14,V ugm-3 (INDIC.GRAV)
1/8/2004,4:00:00,68,V ugm-3,0,V ugm-3,4,V ugm-3,4,V ugm-3,0,V ugm-3,0.2,V mgm-3,16,V ugm-3 (INDIC.GRAV)
1/8/2004,5:00:00,48,V ugm-3,1,V ugm-3,21,V ugm-3,23,V ugm-3,0,V ugm-3,0.2,V mgm-3,13,V ugm-3 (INDIC.GRAV)
1/8/2004,6:00:00,46,V ugm-3,6,V ugm-3,21,V ugm-3,31,V ugm-3,0,V ugm-3,0.2,V mgm-3,-1,V ugm-3 (INDIC.GRAV)
1/8/2004,7:00:00,50,V ugm-3,4,V ugm-3,17,V ugm-3,23,V ugm-3,0,V ugm-3,0.2,V mgm-3,-1,V ugm-3 (INDIC.GRAV)
1/8/2004,8:00:00,50,V ugm-3,6,V ugm-3,19,V ugm-3,29,V ugm-3,0,V ugm-3,0.2,V mgm-3,4,V ugm-3 (INDIC.GRAV)
1/8/2004,9:00:00,48,V ugm-3,9,V ugm-3,21,V ugm-3,34,V ugm-3,0,V ugm-3,0.3,V mgm-3,7,V ugm-3 (INDIC.GRAV)
1/8/2004,10:00:00,62,V ugm-3,4,V ugm-3,15,V ugm-3,21,V ugm-3,0,V ugm-3,0.2,V mgm-3,4,V ugm-3 (INDIC.GRAV)
1/8/2004,11:00:00,No data,V ugm-3,8,V ugm-3,25,V ugm-3,36,V ugm-3,0,V ugm-3,0.2,V mgm-3,8,V ugm-3 (INDIC.GRAV)
1/8/2004,12:00:00,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,0.2,V mgm-3,No data,V ugm-3 (INDIC.GRAV)
1/8/2004,13:00:00,68,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,0,V ugm-3,No data,V mgm-3,75,V ugm-3 (INDIC.GRAV)
1/8/2004,14:00:00,62,V ugm-3,13,V ugm-3,25,V ugm-3,44,V ugm-3,0,V ugm-3,0.3,V mgm-3,51,V ugm-3 (INDIC.GRAV)
1/8/2004,15:00:00,56,V ugm-3,13,V ugm-3,29,V ugm-3,48,V ugm-3,0,V ugm-3,0.3,V mgm-3,44,V ugm-3 (INDIC.GRAV)
1/8/2004,16:00:00,54,V ugm-3,11,V ugm-3,29,V ugm-3,46,V ugm-3,0,V ugm-3,0.3,V mgm-3,35,V ugm-3 (INDIC.GRAV)
1/8/2004,17:00:00,56,V ugm-3,5,V ugm-3,29,V ugm-3,36,V ugm-3,0,V ugm-3,0.3,V mgm-3,30,V ugm-3 (INDIC.GRAV)
1/8/2004,18:00:00,46,V ugm-3,10,V ugm-3,40,V ugm-3,55,V ugm-3,0,V ugm-3,0.6,V mgm-3,25,V ugm-3 (INDIC.GRAV)
1/8/2004,19:00:00,50,V ugm-3,9,V ugm-3,34,V ugm-3,48,V ugm-3,0,V ugm-3,0.5,V mgm-3,27,V ugm-3 (INDIC.GRAV)
1/8/2004,20:00:00,60,V ugm-3,3,V ugm-3,21,V ugm-3,25,V ugm-3,0,V ugm-3,0.3,V mgm-3,21,V ugm-3 (INDIC.GRAV)
1/8/2004,21:00:00,66,V ugm-3,1,V ugm-3,17,V ugm-3,19,V ugm-3,0,V ugm-3,0.2,V mgm-3,20,V ugm-3 (INDIC.GRAV)
1/8/2004,22:00:00,68,V ugm-3,0,V ugm-3,13,V ugm-3,13,V ugm-3,0,V ugm-3,0.2,V mgm-3,21,V ugm-3 (INDIC.GRAV)
1/8/2004,23:00:00,68,V ugm-3,0,V ugm-3,13,V ugm-3,13,V ugm-3,0,V ugm-3,0.2,V mgm-3,20,V ugm-3 (INDIC.GRAV)
1/8/2004,24:00:00,70,V ugm-3,0,V ugm-3,11,V ugm-3,11,V ugm-3,0,V ugm-3,0.2,V mgm-3,22,V ugm-3 (INDIC.GRAV)
1/9/2004,1:00:00,76,V ugm-3,0,V ugm-3,6,V ugm-3,6,V ugm-3,0,V ugm-3,0.2,V mgm-3,23,V ugm-3 (INDIC.GRAV)
1/9/2004,2:00:00,82,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,0,V ugm-3,0.2,V mgm-3,22,V ugm-3 (INDIC.GRAV)
1/9/2004,3:00:00,86,V ugm-3,0,V ugm-3,6,V ugm-3,6,V ugm-3,0,V ugm-3,0.2,V mgm-3,25,V ugm-3 (INDIC.GRAV)
1/9/2004,4:00:00,82,V ugm-3,0,V ugm-3,6,V ugm-3,6,V ugm-3,3,V ugm-3,0.2,V mgm-3,26,V ugm-3 (INDIC.GRAV)
1/9/2004,5:00:00,84,V ugm-3,0,V ugm-3,4,V ugm-3,4,V ugm-3,0,V ugm-3,0.2,V mgm-3,27,V ugm-3 (INDIC.GRAV)
1/9/2004,6:00:00,78,V ugm-3,1,V ugm-3,10,V ugm-3,11,V ugm-3,0,V ugm-3,0.2,V mgm-3,18,V ugm-3 (INDIC.GRAV)
1/9/2004,7:00:00,62,V ugm-3,0,V ugm-3,23,V ugm-3,23,V ugm-3,3,V ugm-3,0.2,V mgm-3,26,V ugm-3 (INDIC.GRAV)
1/9/2004,8:00:00,40,V ugm-3,6,V ugm-3,44,V ugm-3,53,V ugm-3,5,V ugm-3,0.3,V mgm-3,39,V ugm-3 (INDIC.GRAV)
1/9/2004,9:00:00,50,V ugm-3,8,V ugm-3,38,V ugm-3,50,V ugm-3,3,V ugm-3,0.3,V mgm-3,27,V ugm-3 (INDIC.GRAV)
1/9/2004,10:00:00,54,V ugm-3,13,V ugm-3,32,V ugm-3,52,V ugm-3,3,V ugm-3,0.3,V mgm-3,25,V ugm-3 (INDIC.GRAV)
1/9/2004,11:00:00,46,V ugm-3,19,V ugm-3,38,V ugm-3,67,V ugm-3,5,V ugm-3,0.3,V mgm-3,38,V ugm-3 (INDIC.GRAV)
1/9/2004,12:00:00,54,V ugm-3,13,V ugm-3,27,V ugm-3,46,V ugm-3,0,V ugm-3,0.3,V mgm-3,33,V ugm-3 (INDIC.GRAV)
1/9/2004,13:00:00,52,V ugm-3,8,V ugm-3,31,V ugm-3,42,V ugm-3,0,V ugm-3,0.3,V mgm-3,34,V ugm-3 (INDIC.GRAV)
1/9/2004,14:00:00,34,V ugm-3,31,V ugm-3,52,V ugm-3,99,V ugm-3,0,V ugm-3,0.6,V mgm-3,23,V ugm-3 (INDIC.GRAV)
1/9/2004,15:00:00,20,V ugm-3,29,V ugm-3,61,V ugm-3,105,V ugm-3,3,V ugm-3,0.6,V mgm-3,25,V ugm-3 (INDIC.GRAV)
1/9/2004,16:00:00,22,V ugm-3,36,V ugm-3,61,V ugm-3,117,V ugm-3,3,V ugm-3,0.7,V mgm-3,22,V ugm-3 (INDIC.GRAV)
1/9/2004,17:00:00,24,V ugm-3,20,V ugm-3,52,V ugm-3,82,V ugm-3,0,V ugm-3,0.6,V mgm-3,18,V ugm-3 (INDIC.GRAV)
1/9/2004,18:00:00,14,V ugm-3,36,V ugm-3,63,V ugm-3,118,V ugm-3,3,V ugm-3,1,V mgm-3,29,V ugm-3 (INDIC.GRAV)
1/9/2004,19:00:00,18,V ugm-3,24,V ugm-3,55,V ugm-3,92,V ugm-3,0,V ugm-3,0.7,V mgm-3,34,V ugm-3 (INDIC.GRAV)
1/9/2004,20:00:00,30,V ugm-3,5,V ugm-3,44,V ugm-3,52,V ugm-3,0,V ugm-3,0.5,V mgm-3,31,V ugm-3 (INDIC.GRAV)
1/9/2004,21:00:00,14,V ugm-3,40,V ugm-3,57,V ugm-3,118,V ugm-3,3,V ugm-3,0.7,V mgm-3,34,V ugm-3 (INDIC.GRAV)
1/9/2004,22:00:00,10,V ugm-3,24,V ugm-3,59,V ugm-3,96,V ugm-3,3,V ugm-3,0.6,V mgm-3,31,V ugm-3 (INDIC.GRAV)
1/9/2004,23:00:00,28,V ugm-3,9,V ugm-3,42,V ugm-3,55,V ugm-3,0,V ugm-3,0.5,V mgm-3,30,V ugm-3 (INDIC.GRAV)
1/9/2004,24:00:00,38,V ugm-3,3,V ugm-3,29,V ugm-3,32,V ugm-3,0,V ugm-3,0.3,V mgm-3,34,V ugm-3 (INDIC.GRAV)
1/10/2004,1:00:00,36,V ugm-3,3,V ugm-3,32,V ugm-3,36,V ugm-3,0,V ugm-3,0.3,V mgm-3,36,V ugm-3 (INDIC.GRAV)
1/10/2004,2:00:00,50,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,0,V ugm-3,0.2,V mgm-3,40,V ugm-3 (INDIC.GRAV)
1/10/2004,3:00:00,48,V ugm-3,1,V ugm-3,19,V ugm-3,21,V ugm-3,0,V ugm-3,0.2,V mgm-3,40,V ugm-3 (INDIC.GRAV)
1/10/2004,4:00:00,56,V ugm-3,3,V ugm-3,17,V ugm-3,21,V ugm-3,0,V ugm-3,0.2,V mgm-3,34,V ugm-3 (INDIC.GRAV)
1/10/2004,5:00:00,64,V ugm-3,0,V ugm-3,10,V ugm-3,10,V ugm-3,0,V ugm-3,0.2,V mgm-3,21,V ugm-3 (INDIC.GRAV)
1/10/2004,6:00:00,64,V ugm-3,0,V ugm-3,11,V ugm-3,11,V ugm-3,0,V ugm-3,0.2,V mgm-3,14,V ugm-3 (INDIC.GRAV)
1/10/2004,7:00:00,52,V ugm-3,1,V ugm-3,23,V ugm-3,25,V ugm-3,0,V ugm-3,0.2,V mgm-3,13,V ugm-3 (INDIC.GRAV)
1/10/2004,8:00:00,46,V ugm-3,1,V ugm-3,27,V ugm-3,29,V ugm-3,0,V ugm-3,0.2,V mgm-3,17,V ugm-3 (INDIC.GRAV)
1/10/2004,9:00:00,36,V ugm-3,3,V ugm-3,34,V ugm-3,38,V ugm-3,0,V ugm-3,0.2,V mgm-3,22,V ugm-3 (INDIC.GRAV)
1/10/2004,10:00:00,46,V ugm-3,8,V ugm-3,32,V ugm-3,44,V ugm-3,No data,V ugm-3,0.2,V mgm-3,35,V ugm-3 (INDIC.GRAV)
1/10/2004,11:00:00,48,V ugm-3,5,V ugm-3,27,V ugm-3,34,V ugm-3,No data,V ugm-3,0.2,V mgm-3,25,V ugm-3 (INDIC.GRAV)
1/10/2004,12:00:00,44,V ugm-3,9,V ugm-3,31,V ugm-3,44,V ugm-3,No data,V ugm-3,0.3,V mgm-3,30,V ugm-3 (INDIC.GRAV)
1/10/2004,13:00:00,46,V ugm-3,9,V ugm-3,31,V ugm-3,44,V ugm-3,No data,V ugm-3,0.3,V mgm-3,35,V ugm-3 (INDIC.GRAV)
1/10/2004,14:00:00,44,V ugm-3,13,V ugm-3,29,V ugm-3,48,V ugm-3,No data,V ugm-3,0.5,V mgm-3,43,V ugm-3 (INDIC.GRAV)
1/10/2004,15:00:00,42,V ugm-3,15,V ugm-3,34,V ugm-3,57,V ugm-3,No data,V ugm-3,0.5,V mgm-3,48,V ugm-3 (INDIC.GRAV)
1/10/2004,16:00:00,40,V ugm-3,6,V ugm-3,29,V ugm-3,38,V ugm-3,No data,V ugm-3,0.5,V mgm-3,36,V ugm-3 (INDIC.GRAV)
1/10/2004,17:00:00,30,V ugm-3,16,V ugm-3,42,V ugm-3,67,V ugm-3,No data,V ugm-3,0.6,V mgm-3,31,V ugm-3 (INDIC.GRAV)
1/10/2004,18:00:00,30,V ugm-3,14,V ugm-3,36,V ugm-3,57,V ugm-3,No data,V ugm-3,0.3,V mgm-3,27,V ugm-3 (INDIC.GRAV)
1/10/2004,19:00:00,46,V ugm-3,6,V ugm-3,25,V ugm-3,34,V ugm-3,No data,V ugm-3,0.2,V mgm-3,23,V ugm-3 (INDIC.GRAV)
1/10/2004,20:00:00,28,V ugm-3,19,V ugm-3,40,V ugm-3,69,V ugm-3,0,V ugm-3,0.3,V mgm-3,29,V ugm-3 (INDIC.GRAV)
1/10/2004,21:00:00,22,V ugm-3,5,V ugm-3,44,V ugm-3,52,V ugm-3,0,V ugm-3,0.3,V mgm-3,23,V ugm-3 (INDIC.GRAV)
1/10/2004,22:00:00,36,V ugm-3,4,V ugm-3,27,V ugm-3,32,V ugm-3,0,V ugm-3,0.2,V mgm-3,20,V ugm-3 (INDIC.GRAV)
1/10/2004,23:00:00,48,V ugm-3,1,V ugm-3,15,V ugm-3,17,V ugm-3,0,V ugm-3,0.2,V mgm-3,23,V ugm-3 (INDIC.GRAV)
1/10/2004,24:00:00,48,V ugm-3,1,V ugm-3,13,V ugm-3,15,V ugm-3,0,V ugm-3,0.2,V mgm-3,26,V ugm-3 (INDIC.GRAV)
1/11/2004,1:00:00,56,V ugm-3,0,V ugm-3,8,V ugm-3,8,V ugm-3,0,V ugm-3,0.1,V mgm-3,14,V ugm-3 (INDIC.GRAV)
1/11/2004,2:00:00,56,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,0,V ugm-3,0.1,V mgm-3,5,V ugm-3 (INDIC.GRAV)
1/11/2004,3:00:00,56,V ugm-3,0,V ugm-3,10,V ugm-3,10,V ugm-3,0,V ugm-3,0.1,V mgm-3,1,V ugm-3 (INDIC.GRAV)
1/11/2004,4:00:00,56,V ugm-3,0,V ugm-3,8,V ugm-3,8,V ugm-3,0,V ugm-3,0.1,V mgm-3,0,V ugm-3 (INDIC.GRAV)
1/11/2004,5:00:00,56,V ugm-3,0,V ugm-3,8,V ugm-3,8,V ugm-3,0,V ugm-3,0.1,V mgm-3,3,V ugm-3 (INDIC.GRAV)
1/11/2004,6:00:00,62,V ugm-3,0,V ugm-3,6,V ugm-3,6,V ugm-3,0,V ugm-3,0.1,V mgm-3,4,V ugm-3 (INDIC.GRAV)
1/11/2004,7:00:00,70,V ugm-3,0,V ugm-3,6,V ugm-3,6,V ugm-3,0,V ugm-3,0.1,V mgm-3,16,V ugm-3 (INDIC.GRAV)
1/11/2004,8:00:00,74,V ugm-3,0,V ugm-3,10,V ugm-3,10,V ugm-3,0,V ugm-3,0.1,V mgm-3,22,V ugm-3 (INDIC.GRAV)
1/11/2004,9:00:00,70,V ugm-3,1,V ugm-3,13,V ugm-3,15,V ugm-3,0,V ugm-3,0.1,V mgm-3,26,V ugm-3 (INDIC.GRAV)
1/11/2004,10:00:00,76,V ugm-3,0,V ugm-3,11,V ugm-3,11,V ugm-3,No data,V ugm-3,0.1,V mgm-3,29,V ugm-3 (INDIC.GRAV)
1/11/2004,11:00:00,66,V ugm-3,6,V ugm-3,21,V ugm-3,31,V ugm-3,No data,V ugm-3,0.2,V mgm-3,29,V ugm-3 (INDIC.GRAV)
1/11/2004,12:00:00,76,V ugm-3,5,V ugm-3,17,V ugm-3,25,V ugm-3,No data,V ugm-3,0.2,V mgm-3,14,V ugm-3 (INDIC.GRAV)
1/11/2004,13:00:00,68,V ugm-3,10,V ugm-3,25,V ugm-3,40,V ugm-3,0,V ugm-3,0.2,V mgm-3,20,V ugm-3 (INDIC.GRAV)
1/11/2004,14:00:00,62,V ugm-3,6,V ugm-3,25,V ugm-3,34,V ugm-3,0,V ugm-3,0.2,V mgm-3,23,V ugm-3 (INDIC.GRAV)
1/11/2004,15:00:00,70,V ugm-3,6,V ugm-3,21,V ugm-3,31,V ugm-3,0,V ugm-3,0.3,V mgm-3,21,V ugm-3 (INDIC.GRAV)
1/11/2004,16:00:00,66,V ugm-3,6,V ugm-3,25,V ugm-3,34,V ugm-3,0,V ugm-3,0.3,V mgm-3,17,V ugm-3 (INDIC.GRAV)
1/11/2004,17:00:00,66,V ugm-3,5,V ugm-3,23,V ugm-3,31,V ugm-3,0,V ugm-3,0.3,V mgm-3,18,V ugm-3 (INDIC.GRAV)
1/11/2004,18:00:00,72,V ugm-3,4,V ugm-3,21,V ugm-3,27,V ugm-3,0,V ugm-3,0.2,V mgm-3,17,V ugm-3 (INDIC.GRAV)
1/11/2004,19:00:00,72,V ugm-3,1,V ugm-3,19,V ugm-3,21,V ugm-3,0,V ugm-3,0.2,V mgm-3,22,V ugm-3 (INDIC.GRAV)
1/11/2004,20:00:00,72,V ugm-3,3,V ugm-3,19,V ugm-3,23,V ugm-3,0,V ugm-3,0.2,V mgm-3,13,V ugm-3 (INDIC.GRAV)
1/11/2004,21:00:00,66,V ugm-3,1,V ugm-3,23,V ugm-3,25,V ugm-3,0,V ugm-3,0.2,V mgm-3,21,V ugm-3 (INDIC.GRAV)
1/11/2004,22:00:00,64,V ugm-3,1,V ugm-3,21,V ugm-3,23,V ugm-3,0,V ugm-3,0.2,V mgm-3,23,V ugm-3 (INDIC.GRAV)
1/11/2004,23:00:00,50,V ugm-3,3,V ugm-3,34,V ugm-3,38,V ugm-3,0,V ugm-3,0.2,V mgm-3,27,V ugm-3 (INDIC.GRAV)
1/11/2004,24:00:00,70,V ugm-3,1,V ugm-3,15,V ugm-3,17,V ugm-3,0,V ugm-3,0.1,V mgm-3,18,V ugm-3 (INDIC.GRAV)
1/12/2004,1:00:00,74,V ugm-3,0,V ugm-3,8,V ugm-3,8,V ugm-3,0,V ugm-3,0.2,V mgm-3,20,V ugm-3 (INDIC.GRAV)
1/12/2004,2:00:00,72,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,0,V ugm-3,0.1,V mgm-3,23,V ugm-3 (INDIC.GRAV)
1/12/2004,3:00:00,76,V ugm-3,0,V ugm-3,8,V ugm-3,8,V ugm-3,0,V ugm-3,0.1,V mgm-3,25,V ugm-3 (INDIC.GRAV)
1/12/2004,4:00:00,76,V ugm-3,0,V ugm-3,8,V ugm-3,8,V ugm-3,0,V ugm-3,0.1,V mgm-3,16,V ugm-3 (INDIC.GRAV)
1/12/2004,5:00:00,74,V ugm-3,0,V ugm-3,10,V ugm-3,10,V ugm-3,0,V ugm-3,0.1,V mgm-3,14,V ugm-3 (INDIC.GRAV)
1/12/2004,6:00:00,48,V ugm-3,4,V ugm-3,34,V ugm-3,40,V ugm-3,0,V ugm-3,0.2,V mgm-3,8,V ugm-3 (INDIC.GRAV)
1/12/2004,7:00:00,16,V ugm-3,49,V ugm-3,76,V ugm-3,151,V ugm-3,3,V ugm-3,0.5,V mgm-3,13,V ugm-3 (INDIC.GRAV)
1/12/2004,8:00:00,6,V ugm-3,130,V ugm-3,88,V ugm-3,287,V ugm-3,8,V ugm-3,0.8,V mgm-3,23,V ugm-3 (INDIC.GRAV)
1/12/2004,9:00:00,4,V ugm-3,139,V ugm-3,86,V ugm-3,298,V ugm-3,8,V ugm-3,1.3,V mgm-3,30,V ugm-3 (INDIC.GRAV)
1/12/2004,10:00:00,2,V ugm-3,114,V ugm-3,78,V ugm-3,252,V ugm-3,5,V ugm-3,1.6,V mgm-3,26,V ugm-3 (INDIC.GRAV)
1/12/2004,11:00:00,8,V ugm-3,73,V ugm-3,74,V ugm-3,185,V ugm-3,3,V ugm-3,0.8,V mgm-3,26,V ugm-3 (INDIC.GRAV)
1/12/2004,12:00:00,24,V ugm-3,33,V ugm-3,53,V ugm-3,103,V ugm-3,0,V ugm-3,0.5,V mgm-3,22,V ugm-3 (INDIC.GRAV)
1/12/2004,13:00:00,34,V ugm-3,26,V ugm-3,46,V ugm-3,86,V ugm-3,3,V ugm-3,0.5,V mgm-3,16,V ugm-3 (INDIC.GRAV)
1/12/2004,14:00:00,48,V ugm-3,14,V ugm-3,32,V ugm-3,53,V ugm-3,0,V ugm-3,0.3,V mgm-3,16,V ugm-3 (INDIC.GRAV)
1/12/2004,15:00:00,44,V ugm-3,11,V ugm-3,38,V ugm-3,55,V ugm-3,0,V ugm-3,0.3,V mgm-3,25,V ugm-3 (INDIC.GRAV)
1/12/2004,16:00:00,44,V ugm-3,19,V ugm-3,38,V ugm-3,67,V ugm-3,0,V ugm-3,0.3,V mgm-3,31,V ugm-3 (INDIC.GRAV)
1/12/2004,17:00:00,44,V ugm-3,13,V ugm-3,38,V ugm-3,57,V ugm-3,0,V ugm-3,0.3,V mgm-3,33,V ugm-3 (INDIC.GRAV)
1/12/2004,18:00:00,36,V ugm-3,18,V ugm-3,46,V ugm-3,73,V ugm-3,3,V ugm-3,0.5,V mgm-3,31,V ugm-3 (INDIC.GRAV)
1/12/2004,19:00:00,36,V ugm-3,10,V ugm-3,44,V ugm-3,59,V ugm-3,3,V ugm-3,0.5,V mgm-3,22,V ugm-3 (INDIC.GRAV)
1/12/2004,20:00:00,36,V ugm-3,10,V ugm-3,40,V ugm-3,55,V ugm-3,0,V ugm-3,0.5,V mgm-3,18,V ugm-3 (INDIC.GRAV)
1/12/2004,21:00:00,60,V ugm-3,0,V ugm-3,19,V ugm-3,19,V ugm-3,0,V ugm-3,0.2,V mgm-3,16,V ugm-3 (INDIC.GRAV)
1/12/2004,22:00:00,60,V ugm-3,1,V ugm-3,17,V ugm-3,19,V ugm-3,0,V ugm-3,0.2,V mgm-3,13,V ugm-3 (INDIC.GRAV)
1/12/2004,23:00:00,72,V ugm-3,0,V ugm-3,8,V ugm-3,8,V ugm-3,0,V ugm-3,0.1,V mgm-3,5,V ugm-3 (INDIC.GRAV)
1/12/2004,24:00:00,72,V ugm-3,0,V ugm-3,6,V ugm-3,6,V ugm-3,0,V ugm-3,0.1,V mgm-3,3,V ugm-3 (INDIC.GRAV)
1/13/2004,1:00:00,74,V ugm-3,0,V ugm-3,4,V ugm-3,4,V ugm-3,0,V ugm-3,0.1,V mgm-3,10,V ugm-3 (INDIC.GRAV)
1/13/2004,2:00:00,76,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,0,V ugm-3,0.1,V mgm-3,17,V ugm-3 (INDIC.GRAV)
1/13/2004,3:00:00,76,V ugm-3,0,V ugm-3,15,V ugm-3,15,V ugm-3,3,V ugm-3,0.1,V mgm-3,33,V ugm-3 (INDIC.GRAV)
1/13/2004,4:00:00,88,V ugm-3,0,V ugm-3,6,V ugm-3,6,V ugm-3,0,V ugm-3,0.1,V mgm-3,44,V ugm-3 (INDIC.GRAV)
1/13/2004,5:00:00,84,V ugm-3,0,V ugm-3,4,V ugm-3,4,V ugm-3,0,V ugm-3,0.1,V mgm-3,47,V ugm-3 (INDIC.GRAV)
1/13/2004,6:00:00,80,V ugm-3,0,V ugm-3,6,V ugm-3,6,V ugm-3,0,V ugm-3,0.1,V mgm-3,48,V ugm-3 (INDIC.GRAV)
1/13/2004,7:00:00,70,V ugm-3,3,V ugm-3,17,V ugm-3,21,V ugm-3,3,V ugm-3,0.1,V mgm-3,52,V ugm-3 (INDIC.GRAV)
1/13/2004,8:00:00,64,V ugm-3,4,V ugm-3,25,V ugm-3,31,V ugm-3,3,V ugm-3,0.1,V mgm-3,48,V ugm-3 (INDIC.GRAV)
1/13/2004,9:00:00,66,V ugm-3,5,V ugm-3,21,V ugm-3,29,V ugm-3,0,V ugm-3,0.1,V mgm-3,33,V ugm-3 (INDIC.GRAV)
1/13/2004,10:00:00,56,V ugm-3,9,V ugm-3,29,V ugm-3,42,V ugm-3,0,V ugm-3,0.2,V mgm-3,31,V ugm-3 (INDIC.GRAV)
1/13/2004,11:00:00,52,V ugm-3,9,V ugm-3,32,V ugm-3,46,V ugm-3,0,V ugm-3,0.2,V mgm-3,26,V ugm-3 (INDIC.GRAV)
1/13/2004,12:00:00,52,V ugm-3,10,V ugm-3,32,V ugm-3,48,V ugm-3,0,V ugm-3,0.2,V mgm-3,27,V ugm-3 (INDIC.GRAV)
1/13/2004,13:00:00,56,V ugm-3,11,V ugm-3,29,V ugm-3,46,V ugm-3,0,V ugm-3,0.3,V mgm-3,29,V ugm-3 (INDIC.GRAV)
1/13/2004,14:00:00,52,V ugm-3,13,V ugm-3,31,V ugm-3,50,V ugm-3,0,V ugm-3,0.3,V mgm-3,34,V ugm-3 (INDIC.GRAV)
1/13/2004,15:00:00,52,V ugm-3,15,V ugm-3,31,V ugm-3,53,V ugm-3,0,V ugm-3,0.2,V mgm-3,36,V ugm-3 (INDIC.GRAV)
1/13/2004,16:00:00,50,V ugm-3,11,V ugm-3,32,V ugm-3,50,V ugm-3,0,V ugm-3,0.3,V mgm-3,35,V ugm-3 (INDIC.GRAV)
1/13/2004,17:00:00,48,V ugm-3,11,V ugm-3,38,V ugm-3,55,V ugm-3,0,V ugm-3,0.3,V mgm-3,38,V ugm-3 (INDIC.GRAV)
1/13/2004,18:00:00,44,V ugm-3,14,V ugm-3,40,V ugm-3,61,V ugm-3,0,V ugm-3,0.5,V mgm-3,18,V ugm-3 (INDIC.GRAV)
1/13/2004,19:00:00,44,V ugm-3,6,V ugm-3,36,V ugm-3,46,V ugm-3,0,V ugm-3,0.3,V mgm-3,27,V ugm-3 (INDIC.GRAV)
